Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Estee Lauder|Bronze Goddess Nuit Edp|['sweet', 'coconut', 'amber', 'woody', 'vanilla', 'yellow floral', 'salty', 'musky', 'fresh spicy', 'lactonic']|{'Top Notes': ['Ylang-Ylang', 'Pepper', 'Bergamot'], 'Middle Notes': ['Coconut', 'Salt', 'Orchid', 'Jasmine Sambac'], 'Base Notes': ['Tonka Bean', 'Cashmere Wood', 'Ambroxan']}|for women and men|2.94|1.95|{'rating': 4.08, 'votes': 331}|Winter: 12.8205%, Spring: 42.9487%, Summer: 100%, Fall: 26.2821%|Day: 70.5128%, Night: 60.2564%|['Honorine Blanc']|"Bronze Goddess Nuit by Estée Lauder is a Oriental Floral fragrance for women. This is a new fragrance. Bronze Goddess Nuit was launched in 2022. The nose behind this fragrance is Honorine Blanc. Top notes are Ylang-Ylang, Pepper and Bergamot; middle notes are Coconut, Salt, Orchid and Jasmine Sambac; base notes are Tonka Bean, Cashmere Wood and Ambroxan. A luminous amber floral fragrance that evokes the heat of the night, with sensual notes of Bergamot Essence, Jasmin Sambac, Salted Coconut... Top Notes: Bergamot Essence, Pepper, Ylang Ylang. Middle Notes: Salted Coconut, Jasmine Sambac, Night Blooming Orchid. Base Notes: Dark Tonka, Cashmere Woods, Ambrox®. Estee Lauder Bronze Goddess Nuit is available in size of 50ml Eau de Parfum, launched in 2022."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/8/887167705975_1.jpg
Ysl|Libre Woman Edp|['white floral', 'citrus', 'lavender', 'vanilla', 'aromatic', 'sweet', 'powdery', 'animalic', 'woody', 'musky']|{'Top Notes': ['Lavender', 'Mandarin Orange', 'Black Currant', 'Petitgrain'], 'Middle Notes': ['Lavender', 'Orange Blossom', 'Jasmine'], 'Base Notes': ['Madagascar Vanilla', 'Musk', 'Cedar', 'Ambergris']}|for women and men|3.53|2.48|{'rating': 3.93, 'votes': 15594}|Winter: 79.3847%, Spring: 75.9371%, Summer: 45.5799%, Fall: 100%|Day: 90.7355%, Night: 79.8091%|['Anne Flipo', 'Carlos Benaïm']|Libre by Yves Saint Laurent is a Oriental Fougere fragrance for women. Libre was launched in 2019. Libre was created by Anne Flipo and Carlos Benaïm. Top notes are Lavender, Mandarin Orange, Black Currant and Petitgrain; middle notes are Lavender, Orange Blossom and Jasmine; base notes are Madagascar Vanilla, Musk, Cedar and Ambergris. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000792.jpg
Bvlgari|Omnia Amethyste Woman Edt|['powdery', 'iris', 'vanilla', 'woody', 'almond', 'floral', 'violet', 'green', 'earthy', 'citrus']|{'Top Notes': ['Green Notes', 'Pink Grapefruit'], 'Middle Notes': ['Iris', 'Bulgarian Rose'], 'Base Notes': ['Heliotrope', 'Woodsy Notes']}|for women and men|2.84|1.96|{'rating': 3.95, 'votes': 5180}|Winter: 23.2133%, Spring: 91.8323%, Summer: 52.1763%, Fall: 37.9903%|Day: 100%, Night: 25.6314%|['Alberto Morillas']|"Omnia Amethyste by Bvlgari is a Floral Woody Musk fragrance for women. Omnia Amethyste was launched in 2006. The nose behind this fragrance is Alberto Morillas. Top notes are Green Notes and Pink Grapefruit; middle notes are Iris and Bulgarian Rose; base notes are Heliotrope and Woodsy Notes. The new Omnia comes in shades of purple, with floral and woody notes. The top note is pink grapefruit. The middle notes are iris and Bulgarian rose. The base notes are heliotrope and woody notes. It was created in 2006. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/7/8/783320420610_2.jpg
Bvlgari|Omnia Coral Woman Edt|['floral', 'woody', 'fresh spicy', 'fruity', 'musky', 'citrus', 'aquatic', 'powdery', 'sour']|{'Top Notes': ['Bergamot', 'Goji Berries'], 'Middle Notes': ['Pomegranate', 'Hibiscus', 'Water Lily'], 'Base Notes': ['Musk', 'Virginia Cedar']}|for women and men|2.90|2.09|{'rating': 3.96, 'votes': 5076}|Winter: 10.4357%, Spring: 78.3181%, Summer: 91.6413%, Fall: 23.3029%|Day: 100%, Night: 14.8936%|['Alberto Morillas']|"Omnia Coral by Bvlgari is a Floral Fruity fragrance for women. Omnia Coral was launched in 2012. The nose behind this fragrance is Alberto Morillas. Top notes are Bergamot and Goji Berries; middle notes are Pomegranate, Hibiscus and Water Lily; base notes are Musk and Virginia Cedar. Omnia Coral hits the market in spring 2012 and brings us a romantic floral-fruity scent full of joy. The perfumer of the new Omnia Coral is Alberto Morillas, who also created previous Bvlgari editions: Omnia, Omnia Amethyste, Omnia Crystalline, and Omnia Green Jade, as well as other Bvlgari editions. Omnia Coral attracts attention with its romantic and optimistic color and composition with delicate and feminine notes combined with red berries (goji berries and pomegranate). The composition opens with bergamot and goji berries (wolfberry); the heart encompasses gentle water lily, hibiscus, and pomegranate, while the base closes with a sophisticated mixture of musk and cedar. Omnia Coral will be available in the characteristic Omnia flacon, as 25, 40, and 65 ml EDT accompanied with perfumed body care products, such as perfumed body lotion (100 ml) and a gentle body peeling (100 ml)."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/7/8/783320420672_2.jpg
Givenchy|L‘Interdit Absolu Intense Woman Edp|['white floral', 'warm spicy', 'tuberose', 'woody', 'aromatic', 'tobacco', 'rum', 'sweet', 'earthy', 'patchouli']|{'Top Notes': ['Guatemalan Cardamom', 'Lavender', 'Neroli'], 'Middle Notes': ['Indian Tuberose', 'Jasmine Sambac', 'Orange Blossom'], 'Base Notes': ['Rum', 'Tobacco', 'Haitian Vetiver', 'Patchouli']}|for women and men|3.56|2.41|{'rating': 4.14, 'votes': 332}|Winter: 100%, Spring: 20.9877%, Summer: 6.17284%, Fall: 95.0617%|Day: 40.7407%, Night: 86.4198%|['None']|L'Interdit Absolu by Givenchy is a Oriental Floral fragrance for women. This is a new fragrance. L'Interdit Absolu was launched in 2024. Top notes are Guatemalan Cardamom, Lavender and Neroli; middle notes are Indian Tuberose, Jasmine Sambac and Orange Blossom; base notes are Rum, Tobacco, Haitian Vetiver and Patchouli. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/l/_/l_interdit-absolu-edp-intense-80ml-packshot-2024-_2_.jpg
Ysl|Libre Flowers And Flames Edp|['white floral', 'citrus', 'vanilla', 'lavender', 'sweet', 'coconut', 'fresh spicy', 'aromatic', 'green']|{'Top Notes': ['Lavender', 'Bergamot'], 'Middle Notes': ['Orange Blossom', 'Lavender', 'Coconut', 'Lily', 'Palm Tree'], 'Base Notes': ['Vanilla']}|for women and men|3.44|2.27|{'rating': 3.98, 'votes': 434}|Winter: 59.2593%, Spring: 78.3951%, Summer: 77.7778%, Fall: 100%|Day: 88.8889%, Night: 57.4074%|['None']|"Libre Flowers & Flames by Yves Saint Laurent is a Floral fragrance for women. This is a new fragrance. Libre Flowers & Flames was launched in 2024. Top notes are Lavender and Bergamot; middle notes are Orange Blossom, Lavender, Coconut, Lily and Palm Tree; base note is Vanilla. Libre Flowers & Flames by Yves Saint Laurent is a warm and sensual interpretation of the iconic Libre. This fragrance blooms with a creamy coco-palm tree flower and a spicy solar lily flower, complemented by rich vanilla for a long-lasting effect. Top Notes: Lavender Heart, Bergamot Essence. Heart: Desert Lily Flower, Coconut Palm Tree Blossom, Orange Blossom, Diva Lavender. Base: Vanilla. Available in 30, 50, and 90ml Eau De Parfum Florale."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/l/i/libre-florale-edp-90-ml_1.jpg
Lancome|La Vie Est Belle L’Elixir Parfum|['fruity', 'ozonic', 'sweet', 'rose', 'aquatic', 'leather', 'alcohol', 'green', 'animalic', 'citrus']|{'Top Notes': ['Raspberry', 'Liquor', 'Calabrian bergamot'], 'Middle Notes': ['Violet Leaf', 'Rose'], 'Base Notes': ['Leather', 'Cacao Butter', 'Cedarwood']}|for women and men|3.50|2.37|{'rating': 3.86, 'votes': 888}|Winter: 87.2671%, Spring: 71.7391%, Summer: 41.3043%, Fall: 100%|Day: 84.472%, Night: 78.5714%|['Antoine Maisondieu', 'Christophe Raynaud']|"La Vie est Belle L'Elixir by Lancôme is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. La Vie est Belle L'Elixir was launched in 2024. La Vie est Belle L'Elixir was created by Antoine Maisondieu and Christophe Raynaud. Top notes are Raspberry, Liquor and Calabrian bergamot; middle notes are Violet Leaf and Rose; base notes are Leather, Cacao Butter and Cedarwood. La Vie est Belle L'Elixir by Lancôme is a floral, fruity, gourmand fragrance designed to evoke a deep sense of liberation and self-confidence. This Eau de Parfum opens with sparkling notes of raspberry accord and Calabrian bergamot, leading to a heart of violet leaf absolute and rose heart absolute. The base features the rich scents of cocoa butter absolute, leather accord, and Virginia cedarwood. Reimagined by Suzanne Dalton - a renowned glass designer - the iconic La Vie Est Belle smile is taken to the pinnacle of craftsmanship, where the iconic La Vie Est Belle smile is etched into the glass. Available in 30, 50 and 100 ml Eau de Parfum. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/1/_/1_2_1_1.jpg
Rabanne|Million Gold For Her Edp|['white floral', 'fruity', 'sweet', 'citrus', 'woody', 'musky', 'powdery']|{'Top Notes': ['Raspberry'], 'Middle Notes': ['Jasmine', 'Orange Blossom'], 'Base Notes': ['Cashmeran', 'Neroli']}|for women and men|3.78|2.82|{'rating': 3.78, 'votes': 201}|Winter: 90.4762%, Spring: 52.381%, Summer: 20.6349%, Fall: 77.7778%|Day: 74.6032%, Night: 100%|['None']|"Lady Million Absolutely Gold by Rabanne is a Floral fragrance for women. Lady Million Absolutely Gold was launched in 2012. Top note is Raspberry; middle notes are Jasmine and Orange Blossom; base notes are Cashmeran and Neroli. Paco Rabanne exclusively launches two new versions of the popular fragrances1 Million and Lady Million, to be premiered in travel retailers from 15 June to 13 August 2012. This is the Absolutely Gold collection that offers aromas of pure concentration, added to the already available EDP and EDT editions. Lady Million Absolutely Gold, is also available in pure perfume concentration, offering seductive blend of raspberries that tickles your fancy in the top notes. The heart of flower petals flourish with elegant jasmine and orange blossom, placed on the base of cashmerean and neroli essence and that leave a provocative and heady trail. Available as 80ml pure perfume."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/r/a/rabanne-million-goldforherre24_spr-57675_million-for-her-2024-edp-90ml-refillable_5000x5000px_1.jpg
Jimmy Choo|I Want Choo Le Parfum|['sweet', 'fruity', 'woody', 'white floral', 'patchouli', 'earthy', 'warm spicy', 'musky', 'mossy', 'lactonic']|{'Top Notes': ['Pear', 'Blackberry', 'Gardenia'], 'Middle Notes': ['Patchouli', 'Ambrette', 'Jasmine'], 'Base Notes': ['Praline', 'Sandalwood', 'Moss']}|for women and men|3.28|2.18|{'rating': 3.93, 'votes': 188}|Winter: 78.6667%, Spring: 70.6667%, Summer: 60%, Fall: 100%|Day: 68%, Night: 93.3333%|['Amandine Clerc-Marie', 'Marie Salamagne']|I Want Choo Le Parfum by Jimmy Choo is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. I Want Choo Le Parfum was launched in 2024. I Want Choo Le Parfum was created by Amandine Clerc-Marie and Marie Salamagne. Top notes are Pear, Blackberry and Gardenia; middle notes are Patchouli, Ambrette and Jasmine; base notes are Praline, Sandalwood and Moss. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/3/3386460142014.jpg
Narciso Rodriguez|All Of Me Intense Edp|['rose', 'powdery', 'white floral', 'musky', 'woody', 'tuberose', 'fresh spicy', 'iris', 'aromatic', 'floral']|{'Top Notes': ['Black Iris', 'Jasmine Sambac'], 'Middle Notes': ['Rose', 'Rose Geranium', 'Tuberose'], 'Base Notes': ['Musk', 'Australian Sandalwood', 'Vanilla']}|for women and men|3.00|2.04|{'rating': 3.44, 'votes': 86}|Winter: 65.5172%, Spring: 82.7586%, Summer: 34.4828%, Fall: 100%|Day: 79.3104%, Night: 44.8276%|['None']|"All Of Me Intense by Narciso Rodriguez is a Floral Woody Musk fragrance for women. This is a new fragrance. All Of Me Intense was launched in 2024. Top notes are Black Iris and Jasmine Sambac; middle notes are Rose, Rose Geranium and Tuberose; base notes are Musk, Australian Sandalwood and Vanilla. All Of Me Intense by Narciso Rodriguez is a new feminine fragrance designed for a determined and self-confident woman. Made with 90% natural ingredients, the fragrance opens with a seductive accord of black iris, rose, and geranium. The heart of musk combines with vanilla in the base notes for an even more irresistible trail. It belongs to the floriental musky fragrance family and is described as bold and inhibited.  Available as 30ml, 50ml, and 100ml Eau de Parfum Intense. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/n/r/nr_aom_edpi_2024_90ml_pack_3423222108281_rvb_2000pix_2.jpg
Michael Kors|Pour Femme Edp|['citrus', 'fruity', 'white floral', 'musky', 'soft spicy', 'floral', 'rose', 'woody', 'powdery', 'green']|{'Top Notes': ['Mandarin Orange', 'Black Currant', 'Pink Pepper'], 'Middle Notes': ['Jasmine Sambac', 'Bulgarian Rose', 'Lily of the Valley'], 'Base Notes': ['Musk', 'Patchouli', 'Vanilla']}|for women and men|3.07|2.11|{'rating': 3.48, 'votes': 132}|Winter: 35.4167%, Spring: 100%, Summer: 85.4167%, Fall: 70.8333%|Day: 93.75%, Night: 60.4167%|['Jordi Fernández']|Michael Kors Pour Femme by Michael Kors is a Oriental Floral fragrance for women. This is a new fragrance. Michael Kors Pour Femme was launched in 2024. The nose behind this fragrance is Jordi Fernández. Top notes are Mandarin Orange, Black Currant and Pink Pepper; middle notes are Jasmine Sambac, Bulgarian Rose and Lily of the Valley; base notes are Musk, Patchouli and Vanilla. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/4/5/450432_01_2.jpg
Valentino|Born In Roma The Gold Donna Edp|['white floral', 'coconut', 'lactonic', 'citrus', 'sweet', 'tropical', 'vanilla']|{'Top Notes': ['Mandarin'], 'Middle Notes': ['Gardenia'], 'Base Notes': ['Coconut']}|for women and men|3.22|2.24|{'rating': 4.16, 'votes': 223}|Winter: 30.3371%, Spring: 85.3933%, Summer: 95.5056%, Fall: 66.2921%|Day: 100%, Night: 44.9438%|['None']|Born in Roma the Gold Donna by Valentino is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Born in Roma the Gold Donna was launched in 2024. Top note is Mandarin; middle note is Gardenia; base note is Coconut. Born in Roma the Gold Donna is a fragrance inspired by the vibrant color of gold with solar and warm notes. It features a radiant blend of Italy mandarin essence and golden gardenia accord, infused with a solar coco accord. This perfume captures the essence of a summer in Rome, when golden warmth lights up the eternal city.|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/6/3614274294910.jpg
Jean Paul Gaultier|Gaultier Divine Le Parfum Edp|['amber', 'floral', 'white floral', 'tropical', 'salty', 'aldehydic', 'soft spicy', 'lactonic', 'animalic', 'warm spicy']|{'Top Notes': ['Solar Notes', 'Lily'], 'Middle Notes': ['Frangipani', 'Sea Salt'], 'Base Notes': ['Amber', 'Benzoin']}|for women and men|3.61|2.40|{'rating': 3.77, 'votes': 243}|Winter: 60.7595%, Spring: 60.7595%, Summer: 79.7468%, Fall: 100%|Day: 83.5443%, Night: 79.7468%|['Quentin Bisch']|"Gaultier Divine Le Parfum by Jean Paul Gaultier is a Oriental Floral fragrance for women. This is a new fragrance. Gaultier Divine Le Parfum was launched in 2024. The nose behind this fragrance is Quentin Bisch. Top notes are Solar Notes and Lily; middle notes are Frangipani and Sea Salt; base notes are Amber and Benzoin. Celebrating the beauty of diversity, Gaultier Divine Le Parfum honors the radiant divinity of women with its iconic conical corset. This new fragrance introduces a rich amber floral note that transforms the atmosphere, enhancing sensuality to unprecedented levels. What could be more divine than the presence of women? Since 1976, the queens of Jean Paul Gaultier's catwalks have captivated us with their unique and diverse creations. They are bold, radiant, and proudly themselves. Embracing their beauty in all its forms, Gaultier Divine Le Parfum continues to celebrate the luminous divinity of women with its signature conical corset and a new, richly sensual fragrance."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/j/p/jpg-gaultier-divinere2024_sjp-36783_jpg-gaultier-divine-re24-edp-100ml_5000x5000px_2.jpg
Dolce&Gabbana|Devotion Intense Edp|['vanilla', 'nutty', 'white floral', 'sweet', 'woody', 'citrus', 'powdery', 'soapy']|{'Top Notes': ['Hazelnut'], 'Middle Notes': ['Orange Blossom'], 'Base Notes': ['Vanilla']}|for women and men|3.41|2.31|{'rating': 4.0, 'votes': 632}|Winter: 96.2963%, Spring: 46.5021%, Summer: 25.1029%, Fall: 100%|Day: 73.251%, Night: 72.8395%|['Olivier Cresp']|"Devotion Intense by Dolce&Gabbana is a Oriental Vanilla fragrance for women. This is a new fragrance. Devotion Intense was launched in 2024. The nose behind this fragrance is Olivier Cresp. Top note is Hazelnut; middle note is Orange Blossom; base note is Vanilla. Devotion Eau de Parfum Intense is a delicious fragrance that celebrates the noblest values of life, a unique essence sealed with the Sacred Heart. Top notes: hazelnut. Middle notes: orange blossom. Base notes: vanilla. DOLCE & GABBANA DEVOTION INTENSE EAU DE PARFUM is available as a 30ml, 50ml and 100ml Eau de Parfum Intense."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/0/8057971188291.jpg
Estee Lauder|Bronze Goddess Nuit Edp|['sweet', 'coconut', 'amber', 'woody', 'vanilla', 'yellow floral', 'salty', 'musky', 'fresh spicy', 'lactonic']|{'Top Notes': ['Ylang-Ylang', 'Pepper', 'Bergamot'], 'Middle Notes': ['Coconut', 'Salt', 'Orchid', 'Jasmine Sambac'], 'Base Notes': ['Tonka Bean', 'Cashmere Wood', 'Ambroxan']}|for women and men|2.94|1.95|{'rating': 4.08, 'votes': 331}|Winter: 12.8205%, Spring: 42.9487%, Summer: 100%, Fall: 26.2821%|Day: 70.5128%, Night: 60.2564%|['Honorine Blanc']|"Bronze Goddess Nuit by Estée Lauder is a Oriental Floral fragrance for women. This is a new fragrance. Bronze Goddess Nuit was launched in 2022. The nose behind this fragrance is Honorine Blanc. Top notes are Ylang-Ylang, Pepper and Bergamot; middle notes are Coconut, Salt, Orchid and Jasmine Sambac; base notes are Tonka Bean, Cashmere Wood and Ambroxan. A luminous amber floral fragrance that evokes the heat of the night, with sensual notes of Bergamot Essence, Jasmin Sambac, Salted Coconut... Top Notes: Bergamot Essence, Pepper, Ylang Ylang. Middle Notes: Salted Coconut, Jasmine Sambac, Night Blooming Orchid. Base Notes: Dark Tonka, Cashmere Woods, Ambrox®. Estee Lauder Bronze Goddess Nuit is available in size of 50ml Eau de Parfum, launched in 2022."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/8/887167705975_1.jpg
Ysl|Libre Woman Edp|['white floral', 'citrus', 'lavender', 'vanilla', 'aromatic', 'sweet', 'powdery', 'animalic', 'woody', 'musky']|{'Top Notes': ['Lavender', 'Mandarin Orange', 'Black Currant', 'Petitgrain'], 'Middle Notes': ['Lavender', 'Orange Blossom', 'Jasmine'], 'Base Notes': ['Madagascar Vanilla', 'Musk', 'Cedar', 'Ambergris']}|for women and men|3.53|2.48|{'rating': 3.93, 'votes': 15597}|Winter: 79.3738%, Spring: 75.9243%, Summer: 45.551%, Fall: 100%|Day: 90.7483%, Night: 79.7807%|['Anne Flipo', 'Carlos Benaïm']|Libre by Yves Saint Laurent is a Oriental Fougere fragrance for women. Libre was launched in 2019. Libre was created by Anne Flipo and Carlos Benaïm. Top notes are Lavender, Mandarin Orange, Black Currant and Petitgrain; middle notes are Lavender, Orange Blossom and Jasmine; base notes are Madagascar Vanilla, Musk, Cedar and Ambergris. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000792.jpg
Bvlgari|Omnia Amethyste Woman Edt|['powdery', 'iris', 'vanilla', 'woody', 'almond', 'floral', 'violet', 'green', 'earthy', 'citrus']|{'Top Notes': ['Green Notes', 'Pink Grapefruit'], 'Middle Notes': ['Iris', 'Bulgarian Rose'], 'Base Notes': ['Heliotrope', 'Woodsy Notes']}|for women and men|2.84|1.96|{'rating': 3.95, 'votes': 5180}|Winter: 23.2133%, Spring: 91.8323%, Summer: 52.1763%, Fall: 37.9903%|Day: 100%, Night: 25.6314%|['Alberto Morillas']|"Omnia Amethyste by Bvlgari is a Floral Woody Musk fragrance for women. Omnia Amethyste was launched in 2006. The nose behind this fragrance is Alberto Morillas. Top notes are Green Notes and Pink Grapefruit; middle notes are Iris and Bulgarian Rose; base notes are Heliotrope and Woodsy Notes. The new Omnia comes in shades of purple, with floral and woody notes. The top note is pink grapefruit. The middle notes are iris and Bulgarian rose. The base notes are heliotrope and woody notes. It was created in 2006. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/7/8/783320420610_2.jpg
Bvlgari|Omnia Coral Woman Edt|['floral', 'woody', 'fresh spicy', 'fruity', 'musky', 'citrus', 'aquatic', 'powdery', 'sour']|{'Top Notes': ['Bergamot', 'Goji Berries'], 'Middle Notes': ['Pomegranate', 'Hibiscus', 'Water Lily'], 'Base Notes': ['Musk', 'Virginia Cedar']}|for women and men|2.90|2.09|{'rating': 3.96, 'votes': 5076}|Winter: 10.4304%, Spring: 78.3291%, Summer: 91.6456%, Fall: 23.3418%|Day: 100%, Night: 14.8861%|['Alberto Morillas']|"Omnia Coral by Bvlgari is a Floral Fruity fragrance for women. Omnia Coral was launched in 2012. The nose behind this fragrance is Alberto Morillas. Top notes are Bergamot and Goji Berries; middle notes are Pomegranate, Hibiscus and Water Lily; base notes are Musk and Virginia Cedar. Omnia Coral hits the market in spring 2012 and brings us a romantic floral-fruity scent full of joy. The perfumer of the new Omnia Coral is Alberto Morillas, who also created previous Bvlgari editions: Omnia, Omnia Amethyste, Omnia Crystalline, and Omnia Green Jade, as well as other Bvlgari editions. Omnia Coral attracts attention with its romantic and optimistic color and composition with delicate and feminine notes combined with red berries (goji berries and pomegranate). The composition opens with bergamot and goji berries (wolfberry); the heart encompasses gentle water lily, hibiscus, and pomegranate, while the base closes with a sophisticated mixture of musk and cedar. Omnia Coral will be available in the characteristic Omnia flacon, as 25, 40, and 65 ml EDT accompanied with perfumed body care products, such as perfumed body lotion (100 ml) and a gentle body peeling (100 ml)."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/7/8/783320420672_2.jpg
Ysl|Libre L’Absolu Platine Woman Edp|['citrus', 'lavender', 'aldehydic', 'white floral', 'aromatic', 'fresh spicy', 'vanilla', 'fresh', 'soapy', 'amber']|{'Top Notes': ['Aldehydes', 'Bergamot', 'Mandarin Orange'], 'Middle Notes': ['Lavender', 'Blue Lavender', 'Orange Blossom'], 'Base Notes': ['Vanilla', 'Amber']}|for women and men|3.41|2.25|{'rating': 3.67, 'votes': 1093}|Winter: 84.6591%, Spring: 88.9205%, Summer: 63.6364%, Fall: 100%|Day: 94.3182%, Night: 71.3068%|['None']|"Libre L'Absolu Platine by Yves Saint Laurent is a Oriental Floral fragrance for women. This is a new fragrance. Libre L'Absolu Platine was launched in 2023. Top notes are Aldehydes, Bergamot and Mandarin Orange; middle notes are Lavender, Blue Lavender and Orange Blossom; base notes are Vanilla and Amber. Libre L'Absolu Platine is a flanker to the original Libre, which includes a white lavender accord, reminiscent of the coolness of ice, thus enhancing the interplay between lavender and orange blossom, the defining essences of the line. The fragrance opens with a bold combination of aldehydes and invigorating citrus notes like bergamot and mandarin, setting a vibrant and fresh tone. This is followed by the heart of orange blossom, lavishly embracing the ""masculine"" diva lavender and the refreshing essence of cool and pear-like white lavender. The final layer offers a seductive allure with the inclusion of sensual ambergris and the sweet, balsamic tones of vanilla. Libre L'Absolu Platine is available as a 30, 50 and 90ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000117.jpg
Prada|Paradoxe Intense Woman Edp|['white floral', 'vanilla', 'mossy', 'citrus', 'fruity', 'sweet', 'amber', 'earthy', 'fresh', 'powdery']|{'Top Notes': ['Pear', 'Neroli', 'Bergamot'], 'Middle Notes': ['Moss', 'Jasmine', 'Neroli Essence'], 'Base Notes': ['Bourbon Vanilla', 'Vanilla', 'Amber', 'Ambrofix™Serenolide']}|for women and men|3.87|2.68|{'rating': 3.99, 'votes': 1455}|Winter: 87.9182%, Spring: 78.2528%, Summer: 47.7695%, Fall: 100%|Day: 80.1115%, Night: 96.2825%|['None']|"Prada Paradoxe Intense by Prada is a Oriental Floral fragrance for women. This is a new fragrance. Prada Paradoxe Intense was launched in 2023. Prada Paradoxe Intense was created by Nadège Le Garlantezec, Shyamala Maisondieu and Antoine Maisondieu. Top notes are Pear, Neroli and Bergamot; middle notes are Moss, Jasmine and Neroli Essence; base notes are Bourbon Vanilla, Vanilla, Amber, Ambrofix™ and Serenolide. Prada launches Paradoxe Intense, a new flanker of the 2022 pillar, Paradoxe. The new edition is described as an extraordinary floral bouquet with the freshness of the neroli bud and jasmine superinfusion with ambrofix and serenolide. Prada Paradoxe Intense embodies an exuberant celebration of the unexpected, harmoniously balancing of strength with graceful delicacy. Just like its predecessor, Paradoxe Intense was created by perfumers Nadège Le Garlantezec, Shyamala Maisondieu, and Antoine Maisondieu. Top notes: bergamot essence, neroli bud, pear. Heart: neroli esesence, jasmin superinfusion, moss. Base: Serenolide, Moxalone, Ambrofix, vanilla Bourbon, natural vanillin. Prada Paradoxe Intense is available as 30, 50 and 90 ml Eau de Parfum and as a 100 ml refill."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000118.png
Kenzo|Flower By Kenzo 20 Woman Edp|['rose', 'musky', 'powdery', 'soft spicy', 'violet', 'floral', 'vanilla', 'aromatic', 'fruity', 'green']|{'Top Notes': ['Cassis', 'Pink Pepper'], 'Middle Notes': ['Bulgarian Rose', 'Violet'], 'Base Notes': ['White Musk', 'Vanilla']}|for women and men|3.06|2.42|{'rating': 3.93, 'votes': 28}|Winter: 64.7059%, Spring: 82.3529%, Summer: 23.5294%, Fall: 76.4706%|Day: 100%, Night: 64.7059%|['Alberto Morillas']|Flower by Kenzo 20th Anniversary Edition by Kenzo is a Oriental Floral fragrance for women. Flower by Kenzo 20th Anniversary Edition was launched in 2020. The nose behind this fragrance is Alberto Morillas. Top notes are Cassis and Pink Pepper; middle notes are Bulgarian Rose and Violet; base notes are White Musk and Vanilla. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000131.jpg
Burberry|Her Petals Edp|['fruity', 'violet', 'woody', 'amber', 'powdery', 'white floral', 'floral', 'fresh']|{'Top Notes': ['Wild Berries'], 'Middle Notes': ['Violet', 'Jasmine'], 'Base Notes': ['Amber']}|for women and men|3.23|1.99|{'rating': 4.2, 'votes': 148}|Winter: 43.75%, Spring: 100%, Summer: 70.3125%, Fall: 56.25%|Day: 98.4375%, Night: 45.3125%|['None']|Burberry Her Petals by Burberry is a fragrance for women. This is a new fragrance. Burberry Her Petals was launched in 2023. Top note is Wild Berries; middle notes are Violet and Jasmine; base note is Amber. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/6/3616304248825_2.jpg
